STREAM,DATE,STATION,REP,#GRIDS,ACENTR,BAETIS,DIPHAG,DRUDOD,DRUGRACOL,EPHEM,SERRAT,CINYGM,EPEORUS,RHITHR,PARALE,AMELT,HEPTAG,AMPHIN,CAPNIA,PRO/POD,ZAPADA,TAENIO,ALLOPE,SUWALL,SWELTSA,CLAASS,SKWALA,HESPERO,CHLORO,ISOPERLA,TRISIG,PARALEU,LEUCSP,PERLOD,EUCAPN,MEGSIG,DIUKNO,DODSII,UTACAP,BRACHY,MICRAS,ARCGRA,HYDROPS,LEPIDO,GLOSSO,RHYACOP,ALLOYM,NEOTRH,HYDROPT,LIMNEPH,CHIRON,TANYTA,ORTHOC,TANYPO,DIAMES,CHIROD,ATHERIX,BEZZIA,CLINOC,CHELIF,CERATO,PERICO,SIMULD,ANTOCH,DICRAN,HEXATO,TIPULA,HESPER,NEOPLA,WIEDEM,BIBIOC,RHABDO,PROTAN,EMPIDID,HEMERO,LIMNOP,ORMOSIA,DEUTERO,MUSCID,HETCOR,NARPUS,ZAITZE,HYDRAC,DYTISC,OLIGOC,POLYCE,NEMATO,COLLUM,ISOPOD,PETROPH,,Total,Taxa,EPT Total,EPT Rich,Avg Total ,Avg Taxa Rich,Avg EPT Total,Avg EPT Rich,,,,,,,,,,
NFCC,5/10/12,CONFLUENCE,2,24,0,134,0,2,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,9,0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,,417,16,307,9,,,,,,,,,,,,,,
NFCC,5/10/12,CONFLUENCE,3,24,2,104,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,299,11,252,8,,,,,,,,,,,,,,
NFCC,5/10/12,CONFLUENCE,4,24,0,97,0,2,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,5,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,,299,15,238,9,,,,,,,,,,,,,,
NFCC,5/10/12,CONFLUENCE,5,24,0,154,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,312,11,193,7,336,13,253,8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,
NFCC,11/16/12,UPPER REFERENCE,1,2,0,648,0,24,0,36,0,48,240,12,48,0,0,0,0,492,36,48,0,0,0,0,0,0,24,24,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,360,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,192,0,0,48,0,0,12,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,24,0,0,0,0,,4332,21,2088,15,,,,,,,,,,,,,,
NFCC,11/16/12,UPPER REFERENCE,2,18,0,53,0,4,0,1,0,4,11,7,1,0,0,0,0,29,3,15,0,1,1,0,0,0,15,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,60,0,0,0,0,0,0,0,0,0,112,0,1,0,0,0,17,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,,396,23,217,17,,,,,,,,,,,,,,
NFCC,11/16/12,UPPER REFERENCE,3,5,0,322,0,14,0,10,0,62,115,29,19,0,0,0,0,221,0,86,0,5,5,0,0,0,38,53,0,29,0,19,0,0,0,0,0,0,0,10,0,5,10,163,0,0,0,0,0,0,0,0,0,437,0,5,0,0,0,62,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,134,0,0,10,0,0,14,0,0,0,0,,1886,26,1214,19,,,,,,,,,,,,,,
NFCC,11/16/12,UPPER REFERENCE,4,4,0,216,0,0,0,30,0,54,318,18,30,0,0,0,0,180,6,18,0,0,0,0,0,0,18,18,0,18,0,0,0,0,0,0,0,0,0,12,0,6,0,306,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,18,24,0,0,0,0,,2106,20,1248,15,2180,23,1192,17,,,,,,,,,,
NFCC,11/16/12,UPPER REFERENCE,5,24,0,110,0,0,0,13,4,3,0,4,0,0,0,0,0,29,4,5,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,33,41,8,0,0,0,2,0,0,0,5,20,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,,376,21,235,12,,,,,,,,,,,,,,
NFCC,11/16/12,PUMPHOUSE,1,15,0,61,0,5,0,16,0,53,56,11,5,0,0,0,3,13,5,3,0,0,16,0,0,0,11,8,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,24,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,19,0,0,0,0,0,,411,23,298,18,,,,,,,,,,,,,,
NFCC,11/16/12,PUMPHOUSE,2,12,0,64,0,2,0,24,0,36,162,30,8,0,0,0,24,14,0,12,0,0,8,0,0,0,30,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,4,0,0,32,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,12,0,0,0,0,0,,686,22,462,15,,,,,,,,,,,,,,
NFCC,11/16/12,PUMPHOUSE,3,12,0,48,0,2,0,6,0,64,88,16,6,0,0,0,22,12,6,2,0,2,38,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,66,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,12,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,10,0,0,0,0,0,,682,24,402,18,,,,,,,,,,,,,,
NFCC,11/16/12,PUMPHOUSE,4,20,0,88,0,2,0,7,0,5,30,4,10,0,0,0,17,17,1,11,0,1,5,0,0,0,24,5,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,32,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,19,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,0,0,0,0,0,,364,28,264,20,,,,,,,,,,,,,,
NFCC,11/16/12,PUMPHOUSE,5,10,0,89,0,0,0,7,0,10,91,2,5,0,0,0,58,24,2,12,0,0,10,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,58,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,19,0,0,0,0,0,,749,20,379,15,578,23,361,17,,,,,,,,,,
NFCC,11/16/12,RIVERA,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,0,0,,,,,,,,,,,,,,
NFCC,11/16/12,RIVERA,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,
NFCC,11/16/12,RIVERA,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,0,0,,,,,,,,,,,,,,
NFCC,11/16/12,RIVERA,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,
NFCC,11/16/12,RIVERA,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,,,,,,,,,,
NFCC,11/16/12,ABOVE RUSSEL,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,1,1,,,,,,,,,,,,,,
NFCC,11/16/12,ABOVE RUSSEL,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,3,2,0,0,,,,,,,,,,,,,,
NFCC,11/16/12,ABOVE RUSSEL,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,,,,,,,,,,,,,,
NFCC,11/16/12,ABOVE RUSSEL,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,,,,,,,,,,,,,,
NFCC,11/16/12,ABOVE RUSSEL,5,24,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71,4,69,3,16,2,14,1,,,,,,,,,,
NFCC,11/16/12,USGS GAUGE STATION,1,11,0,626,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,2,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,733,12,685,5,,,,,,,,,,,,,,
NFCC,11/16/12,USGS GAUGE STATION,2,24,0,680,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,831,6,749,3,,,,,,,,,,,,,,
NFCC,11/16/12,USGS GAUGE STATION,3,24,0,887,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,1242,10,1099,5,,,,,,,,,,,,,,
NFCC,11/16/12,USGS GAUGE STATION,4,24,0,318,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,397,9,375,5,,,,,,,,,,,,,,
NFCC,11/16/12,USGS GAUGE STATION,5,9,0,1619,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,3,0,0,0,0,0,0,0,0,0,59,0,0,3,0,0,0,181,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,2275,14,2003,8,1096,10,982,5,,,,,,,,,,
NFCC,11/16/12,CONFLUENCE,1,5,0,710,0,0,0,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,1742,10,1373,6,,,,,,,,,,,,,,
NFCC,11/16/12,CONFLUENCE,2,6,0,736,0,0,0,0,0,8,0,0,0,0,0,0,64,8,0,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,228,0,0,0,28,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,,1380,14,1092,9,,,,,,,,,,,,,,
NFCC,11/16/12,CONFLUENCE,3,3,0,1728,0,0,0,0,0,8,0,0,0,0,0,0,48,8,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,936,0,0,0,24,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,3072,14,2784,10,,,,,,,,,,,,,,
NFCC,11/16/12,CONFLUENCE,4,3,0,1232,0,0,0,0,0,16,0,0,0,0,0,0,24,24,0,0,0,0,16,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,640,0,0,0,40,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,288,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,,2664,13,2016,9,,,,,,,,,,,,,,
NFCC,11/16/12,CONFLUENCE,5,3,0,1224,0,0,0,0,0,8,0,0,0,0,0,0,48,32,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,704,0,0,0,8,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,2664,12,2048,8,2304,13,1863,8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,
NFCC,5/11/13,UPPER REFERENCE,1,21,0,46,0,0,5,1,0,10,9,7,0,0,0,0,0,5,1,2,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,0,0,0,0,0,144,32,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,339,20,146,14,,,,,,,,,,,,,,
NFCC,5/11/13,UPPER REFERENCE,2,8,0,213,6,0,36,0,0,21,30,0,6,0,9,0,0,15,3,12,0,0,0,0,0,0,24,6,0,6,0,0,15,0,0,0,0,0,0,0,3,3,0,105,0,0,0,0,0,171,54,3,0,0,0,12,15,0,0,60,6,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,84,3,0,0,0,12,0,0,0,0,0,,942,30,513,17,,,,,,,,,,,,,,
NFCC,5/11/13,UPPER REFERENCE,3,15,0,29,2,0,11,0,0,5,13,11,2,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,107,0,0,0,0,0,82,50,0,0,0,0,5,2,0,0,8,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,,466,21,208,13,,,,,,,,,,,,,,
NFCC,5/11/13,UPPER REFERENCE,4,14,0,45,2,0,10,0,0,3,7,3,2,0,0,0,0,14,0,2,0,0,0,0,0,0,12,3,0,2,0,0,5,0,0,0,0,0,0,3,2,2,0,82,0,0,0,0,0,117,24,3,0,0,0,7,14,0,0,22,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,69,0,0,0,0,3,0,0,0,0,0,,468,28,199,17,,,,,,,,,,,,,,
NFCC,5/11/13,UPPER REFERENCE,5,24,0,53,4,1,9,1,0,6,10,1,4,0,0,0,0,12,1,1,0,0,0,0,0,0,13,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,58,18,0,0,0,0,3,2,0,0,11,6,0,5,0,0,2,2,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,,252,29,133,16,493,26,240,15,,,,,,,,,,
NFCC,5/11/13,PUMPHOUSE,1,24,0,46,5,2,8,1,0,4,21,7,0,0,0,0,0,20,2,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,22,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,195,21,128,14,,,,,,,,,,,,,,
NFCC,5/11/13,PUMPHOUSE,2,24,0,46,2,2,4,0,0,10,18,5,0,0,0,0,0,24,0,10,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,0,0,0,0,0,46,19,0,0,0,0,3,0,0,0,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,,254,23,143,15,,,,,,,,,,,,,,
NFCC,5/11/13,PUMPHOUSE,3,24,0,65,3,0,9,0,0,14,25,4,1,0,0,0,0,31,2,1,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,70,16,0,0,0,0,2,2,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0,0,,295,25,186,15,,,,,,,,,,,,,,
NFCC,5/11/13,PUMPHOUSE,4,24,0,6,2,0,0,0,0,4,4,13,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,14,6,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,,80,21,48,12,,,,,,,,,,,,,,
NFCC,5/11/13,PUMPHOUSE,5,24,0,20,0,1,3,1,0,14,24,7,1,0,0,0,0,20,2,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,35,12,0,0,0,0,0,3,0,0,26,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,211,23,115,16,207,23,124,14,,,,,,,,,,
NFCC,5/11/13,RIVERA,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,0,0,,,,,,,,,,,,,,
NFCC,5/11/13,RIVERA,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,,,,,,,,,,,
NFCC,5/11/13,RIVERA,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,5,2,0,0,,,,,,,,,,,,,,
NFCC,5/11/13,RIVERA,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,1,1,,,,,,,,,,,,,,
NFCC,5/11/13,RIVERA,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,4,2,2,4,3,1,1,,,,,,,,,,
NFCC,5/11/13,ABOVE RUSSEL,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,,,,,,,,,,,,,,
NFCC,5/11/13,ABOVE RUSSEL,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,,,,,,,,,,,,,,
NFCC,5/11/13,ABOVE RUSSEL,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,3,0,0,,,,,,,,,,,,,,
NFCC,5/11/13,ABOVE RUSSEL,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,,,,,,,,,,,,,,
NFCC,5/11/13,ABOVE RUSSEL,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,3,2,1,3,2,1,1,,,,,,,,,,
NFCC,5/11/13,USGS GAUGE STATION,1,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,1,26,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,85,11,47,4,,,,,,,,,,,,,,
NFCC,5/11/13,USGS GAUGE STATION,2,24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,4,20,3,,,,,,,,,,,,,,
NFCC,5/11/13,USGS GAUGE STATION,3,24,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,36,7,25,3,,,,,,,,,,,,,,
NFCC,5/11/13,USGS GAUGE STATION,4,24,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,42,7,36,3,,,,,,,,,,,,,,
NFCC,5/11/13,USGS GAUGE STATION,5,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,6,45,4,47,7,35,3,,,,,,,,,,
