source,unit,location_name,location_type,variable_name,variable_desc,collected_on,medium,value
USGS Arizona Water Science Center,mg/l,"34.86750000000000,-112.4283333000000",point,Sodium,Concentration of Sodium in water,2018-2-20,water,52.6
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Sodium,Concentration of Sodium in water,2018-6-26,water,54.7
USGS Arizona Water Science Center,mg/l,"34.86538889000000,-112.4263056000000",point,Sodium,Concentration of Sodium in water,2018-6-11,water,55.2
USGS Arizona Water Science Center,mg/l,"34.91722220000000,-112.5494722000000",point,Sodium,Concentration of Sodium in water,2018-4-29,water,56.4
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-3-30,water,6.01
USGS Arizona Water Science Center,mg/l,"34.89502016000000,-112.3429468000000",point,Sodium,Concentration of Sodium in water,2018-6-12,water,60.1
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-5-8,water,6.04
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-8-30,water,6.06
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-9-10,water,6.18
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-4-30,water,6.21
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Sodium,Concentration of Sodium in water,2018-6-27,water,6.4
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-3-30,water,0.18
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-5-8,water,0.18
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-4-30,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-9-10,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-8-30,water,0.19
USGS Arizona Water Science Center,None,"34.53863606000000,-111.6940356000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-6-27,water,0.2
USGS Arizona Water Science Center,None,"36.78222380000000,-109.7156669000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-7-3,water,0.26
USGS Arizona Water Science Center,None,"34.85224160000000,-112.0659940000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-6-12,water,0.65
USGS Arizona Water Science Center,None,"34.85224160000000,-112.0659940000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-10-30,water,0.69
USGS Arizona Water Science Center,None,"34.85224160000000,-112.0659940000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-2-12,water,0.73
USGS Arizona Water Science Center,None,"34.07309220000000,-111.7162569000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-4-19,water,1.15
USGS Arizona Water Science Center,None,"34.07309220000000,-111.7162569000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-6-26,water,1.39
USGS Arizona Water Science Center,None,"34.86750000000000,-112.4283333000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-2-20,water,1.54
USGS Arizona Water Science Center,None,"34.86538889000000,-112.4263056000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-6-11,water,1.57
USGS Arizona Water Science Center,None,"34.89502016000000,-112.3429468000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-6-12,water,1.7
USGS Arizona Water Science Center,None,"34.91722220000000,-112.5494722000000",point,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Concentration of Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)] in water,2018-4-29,water,1.73
USGS Arizona Water Science Center,%,"36.78222380000000,-109.7156669000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-7-3,water,13.0
USGS Arizona Water Science Center,%,"34.85224160000000,-112.0659940000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-6-12,water,17.0
USGS Arizona Water Science Center,%,"34.85224160000000,-112.0659940000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-10-30,water,18.0
USGS Arizona Water Science Center,%,"34.85224160000000,-112.0659940000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-2-12,water,19.0
USGS Arizona Water Science Center,%,"34.07309220000000,-111.7162569000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-4-19,water,25.0
USGS Arizona Water Science Center,%,"34.07309220000000,-111.7162569000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-6-26,water,28.0
USGS Arizona Water Science Center,%,"34.86750000000000,-112.4283333000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-2-20,water,34.0
USGS Arizona Water Science Center,%,"34.86538889000000,-112.4263056000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-6-11,water,34.0
USGS Arizona Water Science Center,%,"34.89502016000000,-112.3429468000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-6-12,water,35.0
USGS Arizona Water Science Center,%,"34.91722220000000,-112.5494722000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-4-29,water,37.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-5-8,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-9-10,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-4-30,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-6-27,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-3-30,water,6.0
USGS Arizona Water Science Center,%,"34.53863606000000,-111.6940356000000",point,"Sodium, percent total cations","Concentration of Sodium, percent total cations in water",2018-8-30,water,6.0
USGS Arizona Water Science Center,mg/l,"36.78222380000000,-109.7156669000000",point,Potassium,Concentration of Potassium in water,2018-7-3,water,1.15
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-5-8,water,1.18
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-6-27,water,1.29
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-4-30,water,1.34
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-3-30,water,1.34
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-9-10,water,1.39
USGS Arizona Water Science Center,mg/l,"34.53863606000000,-111.6940356000000",point,Potassium,Concentration of Potassium in water,2018-8-30,water,1.53
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Potassium,Concentration of Potassium in water,2018-10-30,water,1.98
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Potassium,Concentration of Potassium in water,2018-2-12,water,2.0
USGS Arizona Water Science Center,mg/l,"34.85224160000000,-112.0659940000000",point,Potassium,Concentration of Potassium in water,2018-6-12,water,2.07
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Potassium,Concentration of Potassium in water,2018-4-19,water,3.02
USGS Arizona Water Science Center,mg/l,"34.91722220000000,-112.5494722000000",point,Potassium,Concentration of Potassium in water,2018-4-29,water,3.12
USGS Arizona Water Science Center,mg/l,"34.89502016000000,-112.3429468000000",point,Potassium,Concentration of Potassium in water,2018-6-12,water,3.25
USGS Arizona Water Science Center,mg/l,"34.86538889000000,-112.4263056000000",point,Potassium,Concentration of Potassium in water,2018-6-11,water,3.31
USGS Arizona Water Science Center,mg/l,"34.07309220000000,-111.7162569000000",point,Potassium,Concentration of Potassium in water,2018-6-26,water,3.37
USGS Arizona Water Science Center,mg/l,"34.86750000000000,-112.4283333000000",point,Potassium,Concentration of Potassium in water,2018-2-20,water,3.37
