sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
D29,D29-1 Pear,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Pear,,,Post-Transition Metal,0.02,0.0440367,Metalloid,0.561,2.9819904,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0083167,0.00157,Transitional Metal,0.0544775,0.011,Transitional Metal,3.1584065,0.595,Transitional Metal,0.1365377,0.0257,Transitional Metal,0.0101416,0.0015,Post-Transition Metal,2.830375,0.533,Transitional Metal,2.7388911,0.516,Transitional Metal,040250007003,block_group
D29,D29-2 Purple Plant,Dewey-Humboldt,,2011-2012,,mg/kg,,,,Post-Transition Metal,0.0533,0.3319697,Metalloid,5.51,34.311594,Alkaline Earth Metal,0.0065256,0.00105,Alkaline Earth Metal,0.0058372,0.000938,Transitional Metal,0.1115646,0.0179,Transitional Metal,24.45473,3.93,Transitional Metal,4.2109858,0.676,Transitional Metal,0.0748952,0.012,Post-Transition Metal,38.479026,6.18,Transitional Metal,14.538116,2.34,Transitional Metal,040250007003,block_group
D29,D29-3 Green Plant,Dewey-Humboldt,,2011-2012,,mg/kg,,,,Post-Transition Metal,0.035,0.0643327,Metalloid,0.196,0.5948606,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0184064,0.00608,Transitional Metal,0.8883167,0.293,Transitional Metal,65.453934,21.6,Transitional Metal,1.2453287,0.411,Transitional Metal,0.0056175,0.0026,Post-Transition Metal,43.554143,14.4,Transitional Metal,6.0224701,1.99,Transitional Metal,040250007003,block_group
D29,D29-4 Yellow Flowers,Dewey-Humboldt,Other,2011-2012,,mg/kg,,,,Post-Transition Metal,0.018,0.0512071,Metalloid,0.766,4.466241,Alkaline Earth Metal,,,Alkaline Earth Metal,0.4062749,0.0697,Transitional Metal,1.1546588,0.198,Transitional Metal,12.591919,2.16,Transitional Metal,1.7045291,0.292,Transitional Metal,0.0360036,0.00617,Post-Transition Metal,45.099661,7.73,Transitional Metal,23.178921,3.97,Transitional Metal,040250007003,block_group
D34,D34-1 Onion Fruit,Dewey-Humboldt,Bulb Vegetables,2011-2012,,mg/kg,Onions,,,Post-Transition Metal,0.0369,0.2516284,Metalloid,0.562,3.8354745,Alkaline Earth Metal,,,Alkaline Earth Metal,1.9104695,0.28,Transitional Metal,0.0845155,0.0089,Transitional Metal,14.341798,2.1,Transitional Metal,0.12995,0.019,Transitional Metal,0.7648052,0.112,Post-Transition Metal,82.776593,12.1,Transitional Metal,4.6936364,0.688,Transitional Metal,040250007003,block_group
D34,D34-2 Onion Leaves,Dewey-Humboldt,Leafy,2011-2012,,mg/kg,Onion leaves,,,Post-Transition Metal,0.118,0.572077,Metalloid,3.04,14.684078,Alkaline Earth Metal,-0.0087091,0.00085,Alkaline Earth Metal,5.7193037,1.18,Transitional Metal,0.2982342,0.0617,Transitional Metal,125.10365,25.9,Transitional Metal,0.1376397,0.0285,Transitional Metal,2.7194234,0.563,Post-Transition Metal,143.57322,29.7,Transitional Metal,3.4525439,0.715,Transitional Metal,040250007003,block_group
D35,D35-1 Bell Pepper,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Bell pepper,,,Post-Transition Metal,0.011,0.0819461,Metalloid,0.0815,0.7857485,Alkaline Earth Metal,,,Alkaline Earth Metal,0.1238323,0.0128,Transitional Metal,0.1489222,0.0154,Transitional Metal,12.356287,1.28,Transitional Metal,1.3147904,0.136,Transitional Metal,4.4822455,0.465,Post-Transition Metal,17.269371,1.79,Transitional Metal,6.838982,0.709,Transitional Metal,040250007003,block_group
D35,D35-2 Green Chili,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Chilies,,,Post-Transition Metal,0.011,0.0773344,Metalloid,0.105,1.0338089,Alkaline Earth Metal,,,Alkaline Earth Metal,0.2164705,0.0219,Transitional Metal,0.0498903,0.0062,Transitional Metal,17.865952,1.81,Transitional Metal,1.2125998,0.123,Transitional Metal,1.723324,0.175,Post-Transition Metal,25.780038,2.61,Transitional Metal,12.252384,1.24,Transitional Metal,040250007003,block_group
D35,D35-3 Tomato,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Tomato,,,Post-Transition Metal,0.003,0.0522754,Metalloid,0.235,8.1757186,Alkaline Earth Metal,,,Alkaline Earth Metal,0.7255689,0.0208,Transitional Metal,0.0496707,0.0017,Transitional Metal,24.78979,0.712,Transitional Metal,0.6888922,0.0198,Transitional Metal,1.5597305,0.0448,Post-Transition Metal,42.264701,1.21,Transitional Metal,22.925778,0.658,Transitional Metal,040250007003,block_group
D35,D35-4 Yellow Squash,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Squash ,,,Post-Transition Metal,0.009,0.0360048,Metalloid,0.0842,0.9933612,Alkaline Earth Metal,,,Alkaline Earth Metal,0.145933,0.0124,Transitional Metal,0.0284091,0.0052,Transitional Metal,17.751615,1.51,Transitional Metal,1.3919258,0.118,Transitional Metal,5.5547548,0.471,Post-Transition Metal,33.017315,2.8,Transitional Metal,12.320903,1.04,Transitional Metal,040250007003,block_group
D35,D35-5 White Squash,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Squash ,,,Post-Transition Metal,0.018,0.0214542,Metalloid,0.521,3.0054458,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0089168,0.00155,Transitional Metal,0.0429384,0.011,Transitional Metal,8.5265111,1.48,Transitional Metal,0.193088,0.0335,Transitional Metal,0.0043387,0.0013,Post-Transition Metal,14.481897,2.51,Transitional Metal,4.8790245,0.846,Transitional Metal,040250007003,block_group
D37,D37-1 Yellow CH Squash,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Squash ,,,Post-Transition Metal,0.0071,0.0594991,Metalloid,0.505,7.593134,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0181968,0.00121,Transitional Metal,0.0635883,0.004,Transitional Metal,25.25732,1.68,Transitional Metal,0.7528303,0.05,Transitional Metal,0.2635942,0.0175,Post-Transition Metal,36.42,2.42,Transitional Metal,11.735397,0.78,Transitional Metal,040250015002,block_group
D38,D38-1 Tomato,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Tomato,,,Post-Transition Metal,0.012,0.0200419,Metalloid,0.0755,0.6818754,Alkaline Earth Metal,,,Alkaline Earth Metal,0.123577,0.0137,Transitional Metal,0.0701618,0.0067,Transitional Metal,8.3344518,0.923,Transitional Metal,0.3547933,0.0393,Transitional Metal,0.3144697,0.0348,Post-Transition Metal,27.849221,3.08,Transitional Metal,23.580587,2.61,Transitional Metal,040250007003,block_group
D38,D38-2 Yellow Squash,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Squash ,,,Post-Transition Metal,0.0136,0.2795128,Metalloid,0.124,2.5428115,Alkaline Earth Metal,,,Alkaline Earth Metal,0.016234,0.00079,Transitional Metal,0.0302815,0.003,Transitional Metal,5.4992013,0.268,Transitional Metal,0.2106829,0.0103,Transitional Metal,0.023752,0.00116,Post-Transition Metal,16.84373,0.82,Transitional Metal,8.2133087,0.4,Transitional Metal,040250007003,block_group
D38,D38-3 Yellow Squash Seeds,Dewey-Humboldt,Fruiting Vegetables,2011-2012,,mg/kg,Squash ,,,Post-Transition Metal,0.064,0.1198023,Metalloid,0.253,0.4195027,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0108748,0.00655,Transitional Metal,0.0150389,0.037,Transitional Metal,34.843379,21,Transitional Metal,0.1737567,0.105,Transitional Metal,-0.0158478,0.0047,Post-Transition Metal,70.300449,42.4,Transitional Metal,15.511534,9.35,Transitional Metal,040250007003,block_group
D41,D41-1 Bean,Dewey-Humboldt,Legumes,2011-2012,,mg/kg,bean,,,Post-Transition Metal,0.056,0.393312,Metalloid,0.164,1.1507986,Alkaline Earth Metal,-0.0087443,0.00058,Alkaline Earth Metal,-0.001138,0.00038,Transitional Metal,0.0532442,0.0087,Transitional Metal,15.738321,2.24,Transitional Metal,0.3447395,0.0491,Transitional Metal,,,Post-Transition Metal,43.240008,6.15,Transitional Metal,7.6069974,1.08,Transitional Metal,040250015002,block_group
D41,D41-2 Onion Fruit,Dewey-Humboldt,Bulb Vegetables,2011-2012,,mg/kg,Onions,,,Post-Transition Metal,0.167,1.9655296,Metalloid,0.382,4.4918612,Alkaline Earth Metal,,,Alkaline Earth Metal,0.0239976,0.00204,Transitional Metal,0.722292,0.0614,Transitional Metal,33.784081,2.87,Transitional Metal,0.5668462,0.0482,Transitional Metal,0.064991,0.00552,Post-Transition Metal,36.315619,3.09,Transitional Metal,5.5028127,0.468,Transitional Metal,040250015002,block_group
D41,D41-4 Swiss Chard,Dewey-Humboldt,Leafy,2011-2012,,mg/kg,Chard,,,Post-Transition Metal,0.15,1.272486,Metalloid,1.62,13.787969,Alkaline Earth Metal,-0.0106844,0.00048,Alkaline Earth Metal,0.2332602,0.0274,Transitional Metal,0.3310355,0.0389,Transitional Metal,69.469214,8.17,Transitional Metal,0.1830706,0.0215,Transitional Metal,0.0463887,0.00546,Post-Transition Metal,60.651357,7.14,Transitional Metal,12.302933,1.45,Transitional Metal,040250015002,block_group
D41,D41-5 Beet Fruit,Dewey-Humboldt,Root and Tuber Vegetables,2011-2012,,mg/kg,beets ,,,Post-Transition Metal,0.204,1.43955,Metalloid,0.527,3.71064,Alkaline Earth Metal,-0.01077,0.00058,Alkaline Earth Metal,0.05037,0.00715,Transitional Metal,0.16833,0.0239,Transitional Metal,9.01098,1.28,Transitional Metal,0.04902,0.00696,Transitional Metal,0.00309,0.0011,Post-Transition Metal,34.68216,4.92,Transitional Metal,9.02361,1.28,Transitional Metal,040250015002,block_group
A06,AK6-Apache-CUCUMBER,Apache,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,0.337,8.69,Post-Transition Metal,0.0041,0.05,Metalloid,0.378,9.75,Alkaline Earth Metal,0.01,0.000387,Alkaline Earth Metal,0.01,0.000387,Transitional Metal,0.05,0.0024,Transitional Metal,5,0.194,Transitional Metal,0.98,0.038,Transitional Metal,0,0.0003,Post-Transition Metal,17.47,0.677,Transitional Metal,3.72,0.144,Transitional Metal,040019702001,block_group
A06,AK6-Apache-GREEN BEANS,Apache,Legumes,2015-2016,,mg/kg,green beans,4.14,35.06,Post-Transition Metal,0.013,0.03,Metalloid,4.72,39.94,Alkaline Earth Metal,0.01,0.00118,Alkaline Earth Metal,0,0.00032,Transitional Metal,0.07,0.0072,Transitional Metal,40.56,4.79,Transitional Metal,5.99,0.707,Transitional Metal,0.01,0.00092,Post-Transition Metal,27.47,3.24,Transitional Metal,7.98,0.942,Transitional Metal,040019702001,block_group
A06,AK6-Apache-POTATO,Apache,Root and Tuber Vegetables,2015-2016,,mg/kg,Potato,23.6,126.61,Post-Transition Metal,0.02,0.02,Metalloid,0.756,4.05,Alkaline Earth Metal,0.01,0.00187,Alkaline Earth Metal,0.05,0.00933,Transitional Metal,0.26,0.0485,Transitional Metal,6.43,1.2,Transitional Metal,0.25,0.0466,Transitional Metal,0.05,0.00933,Post-Transition Metal,6.7,1.25,Transitional Metal,2.1,0.392,Transitional Metal,040019702001,block_group
A06,AK6-Apache-TOMATO,Apache,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.953,12.66,Post-Transition Metal,0.008,0.01,Metalloid,0.468,6.22,Alkaline Earth Metal,0,0.00031,Alkaline Earth Metal,0.04,0.00301,Transitional Metal,0.04,0.0046,Transitional Metal,5.74,0.432,Transitional Metal,0.16,0.012,Transitional Metal,0.01,0.00059,Post-Transition Metal,7.82,0.589,Transitional Metal,3.14,0.236,Transitional Metal,040019702001,block_group
A14,AK14-Apache-CHILI PEPPERS,Apache,Fruiting Vegetables,2015-2016,,mg/kg,Chilies,0.275,3.57,Post-Transition Metal,0.0082,0.11,Metalloid,0.0309,0.4,Alkaline Earth Metal,0.02,0.00154,Alkaline Earth Metal,0.11,0.00849,Transitional Metal,0.02,0.0047,Transitional Metal,14.5,1.12,Transitional Metal,0.26,0.0201,Transitional Metal,0.01,0.0006,Post-Transition Metal,25.3,1.95,Transitional Metal,10.63,0.82,Transitional Metal,040019702002,block_group
A14,AK14-Apache-EGGPLANT,Apache,Fruiting Vegetables,2015-2016,,mg/kg,Eggplant,1.76,23.26,Post-Transition Metal,0.0242,0.32,Metalloid,0.172,2.28,Alkaline Earth Metal,0,0.00031,Alkaline Earth Metal,1.20E-01,9.08E-03,Transitional Metal,0.09,0.00681,Transitional Metal,15.64,1.18,Transitional Metal,0.18,0.0136,Transitional Metal,0.03,0.00227,Post-Transition Metal,21.2,1.6,Transitional Metal,6.4,0.484,Transitional Metal,040019702002,block_group
A14,AK14-Apache-KALE,Apache,Brassica Vegetables,2015-2016,,mg/kg,Kale,2.9,22.24,Post-Transition Metal,0.0417,0.32,Metalloid,6.36,48.82,Alkaline Earth Metal,0.01,0.0013,Alkaline Earth Metal,0.08,0.0104,Transitional Metal,0.06,0.0079,Transitional Metal,43.62,5.68,Transitional Metal,0.18,0.0234,Transitional Metal,0.02,0.0026,Post-Transition Metal,28.1,3.66,Transitional Metal,1.86,0.242,Transitional Metal,040019702002,block_group
A14,AK14-Apache-TOMATO,Apache,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.376,4.82,Post-Transition Metal,0.0083,0.01,Metalloid,0.0945,1.21,Alkaline Earth Metal,0.01,0.000781,Alkaline Earth Metal,0.02,0.00156,Transitional Metal,0.04,0.0047,Transitional Metal,7.96,0.621,Transitional Metal,0.13,0.0101,Transitional Metal,0,0.00061,Post-Transition Metal,13.16,1.03,Transitional Metal,6.76,0.528,Transitional Metal,040019702002,block_group
A23,AK23-Apache-CHARD LEAF,Apache,Leafy,2015-2016,,mg/kg,Chard,2.86,25.77,Post-Transition Metal,0.012,0.03,Metalloid,2.2,19.83,Alkaline Earth Metal,0.01,0.00111,Alkaline Earth Metal,0.08,0.00888,Transitional Metal,0.06,0.0067,Transitional Metal,127.5,14.2,Transitional Metal,0.19,0.0211,Transitional Metal,0.02,0.00222,Post-Transition Metal,40.48,4.49,Transitional Metal,12.51,1.39,Transitional Metal,040019702001,block_group
A23,AK23-Apache-CHARD STEM,Apache,Stalk and Stem Vegetables,2015-2016,,mg/kg,Chard,0.379,6.92,Post-Transition Metal,0.0058,0.01,Metalloid,0.7,12.79,Alkaline Earth Metal,0.01,0.000547,Alkaline Earth Metal,0.04,0.00219,Transitional Metal,0.07,0.0033,Transitional Metal,27.75,1.52,Transitional Metal,0.1,0.00547,Transitional Metal,0.01,0.00043,Post-Transition Metal,18.31,1,Transitional Metal,4.44,0.243,Transitional Metal,040019702001,block_group
A23,AK23-Apache-JALAPENOS,Apache,Fruiting Vegetables,2015-2016,,mg/kg,jalapeno,0.34,4.34,Post-Transition Metal,0.0083,0.03,Metalloid,0.0657,0.84,Alkaline Earth Metal,0,0.00032,Alkaline Earth Metal,0.02,0.00156,Transitional Metal,0.06,0.0048,Transitional Metal,10.56,0.826,Transitional Metal,0.26,0.0203,Transitional Metal,0.01,0.00061,Post-Transition Metal,14.98,1.17,Transitional Metal,6.08,0.476,Transitional Metal,040019702001,block_group
A23,AK23-Apache-PURPLE GREEN BEANS,Apache,Legumes,2015-2016,,mg/kg,green beans,0.49,2.27,Post-Transition Metal,0.023,0.01,Metalloid,2.21,10.22,Alkaline Earth Metal,0,0.00089,Alkaline Earth Metal,0,0.00058,Transitional Metal,0.05,0.013,Transitional Metal,15.34,3.31,Transitional Metal,0.73,0.158,Transitional Metal,0.01,0.0017,Post-Transition Metal,29.12,6.29,Transitional Metal,8.22,1.78,Transitional Metal,040019702001,block_group
A23,AK23-Apache-PURPLE POTATOES,Apache,Root and Tuber Vegetables,2015-2016,,mg/kg,Purple potato,25.3,205.14,Post-Transition Metal,0.013,0.07,Metalloid,0.625,5.07,Alkaline Earth Metal,0.02,0.00247,Alkaline Earth Metal,0.05,0.00617,Transitional Metal,0.2,0.0247,Transitional Metal,7.77,0.958,Transitional Metal,0.2,0.0247,Transitional Metal,0.06,0.0074,Post-Transition Metal,18.67,2.3,Transitional Metal,6.02,0.742,Transitional Metal,040019702001,block_group
A26,AK26-Apache-ONION,Apache,Bulb Vegetables,2015-2016,,mg/kg,Onions,0.093,3.29,Post-Transition Metal,0.003,0.04,Metalloid,0.0684,2.42,Alkaline Earth Metal,0,0.00012,Alkaline Earth Metal,0.02,0.000565,Transitional Metal,0.08,0.0017,Transitional Metal,5.56,0.157,Transitional Metal,0.18,0.00509,Transitional Metal,0.21,0.00594,Post-Transition Metal,47.95,1.36,Transitional Metal,5.76,0.163,Transitional Metal,040019705013,block_group
A26,AK26-Apache-ONION STEM,Apache,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,8.07,38.01,Post-Transition Metal,0.023,0.14,Metalloid,1.96,9.22,Alkaline Earth Metal,0,0.00087,Alkaline Earth Metal,0.03,0.00637,Transitional Metal,0.21,0.0446,Transitional Metal,23.86,5.07,Transitional Metal,0.13,0.0276,Transitional Metal,0.08,0.017,Post-Transition Metal,8.23,1.75,Transitional Metal,1.57,0.333,Transitional Metal,040019705013,block_group
A26,AK26-Apache-TOMATO,Apache,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.321,3.21,Post-Transition Metal,0.011,0.01,Metalloid,0.101,1.01,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.03,0.003,Transitional Metal,0.03,0.0061,Transitional Metal,10.33,1.03,Transitional Metal,0.05,0.005,Transitional Metal,0.01,0.00078,Post-Transition Metal,29.3,2.93,Transitional Metal,8.07,0.807,Transitional Metal,040019705013,block_group
C01,CK1-Cochise-CACTUS FRUIT 1,Cochise,Other,2015-2016,,mg/kg,cactus fruit,6.66,36.41,Post-Transition Metal,0.019,0.03,Metalloid,3.56,19.46,Alkaline Earth Metal,0.04,0.00731,Alkaline Earth Metal,0.02,0.00366,Transitional Metal,0.46,0.0841,Transitional Metal,411.71,75.3,Transitional Metal,2.14,0.391,Transitional Metal,0.17,0.0311,Post-Transition Metal,6.92,1.27,Transitional Metal,4.42,0.808,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 2,Cochise,Other,2015-2016,,mg/kg,cactus fruit,6.78,35.71,Post-Transition Metal,0.02,0.01,Metalloid,2.79,14.68,Alkaline Earth Metal,0.03,0.00569,Alkaline Earth Metal,0.02,0.0038,Transitional Metal,0.22,0.0417,Transitional Metal,297.14,56.4,Transitional Metal,1.71,0.324,Transitional Metal,0.13,0.0247,Post-Transition Metal,5.17,0.981,Transitional Metal,3.63,0.689,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 3,Cochise,Other,2015-2016,,mg/kg,cactus fruit,3.17,17.52,Post-Transition Metal,0.019,0.02,Metalloid,2.22,12.23,Alkaline Earth Metal,0.05,0.00906,Alkaline Earth Metal,0.02,0.00362,Transitional Metal,0.04,0.011,Transitional Metal,357.67,64.8,Transitional Metal,1.62,0.293,Transitional Metal,0.11,0.0199,Post-Transition Metal,5.38,0.975,Transitional Metal,4.24,0.768,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 4,Cochise,Other,2015-2016,,mg/kg,cactus fruit,3.91,21.51,Post-Transition Metal,0.019,0.01,Metalloid,3.44,18.94,Alkaline Earth Metal,0.05,0.00909,Alkaline Earth Metal,0.02,0.00364,Transitional Metal,0.03,0.011,Transitional Metal,198.83,36.2,Transitional Metal,1.27,0.231,Transitional Metal,0.11,0.02,Post-Transition Metal,3.4,0.618,Transitional Metal,4.77,0.867,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 5,Cochise,Other,2015-2016,,mg/kg,cactus fruit,5.96,28.57,Post-Transition Metal,0.022,0.01,Metalloid,3,14.39,Alkaline Earth Metal,0.07,0.0146,Alkaline Earth Metal,0.03,0.00626,Transitional Metal,0.11,0.023,Transitional Metal,408.76,85.3,Transitional Metal,1.99,0.415,Transitional Metal,0.15,0.0313,Post-Transition Metal,7.28,1.52,Transitional Metal,5.31,1.11,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 6,Cochise,Other,2015-2016,,mg/kg,cactus fruit,5.85,28.56,Post-Transition Metal,0.022,0.01,Metalloid,3.49,17.04,Alkaline Earth Metal,0.02,0.0041,Alkaline Earth Metal,0.03,0.00615,Transitional Metal,0.09,0.0184,Transitional Metal,431.74,88.5,Transitional Metal,2.07,0.424,Transitional Metal,0.15,0.0307,Post-Transition Metal,7.05,1.44,Transitional Metal,4.61,0.945,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 7,Cochise,Other,2015-2016,,mg/kg,cactus fruit,4.72,22.33,Post-Transition Metal,0.022,0.01,Metalloid,3.3,15.59,Alkaline Earth Metal,0.02,0.00423,Alkaline Earth Metal,0.02,0.00423,Transitional Metal,0.14,0.0296,Transitional Metal,281.04,59.4,Transitional Metal,1.48,0.313,Transitional Metal,0.12,0.0254,Post-Transition Metal,5.32,1.12,Transitional Metal,4.12,0.871,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 8,Cochise,Other,2015-2016,,mg/kg,cactus fruit,13.1,59.13,Post-Transition Metal,0.023,0.01,Metalloid,4.22,19.12,Alkaline Earth Metal,0.03,0.00662,Alkaline Earth Metal,0.04,0.00883,Transitional Metal,0.19,0.0419,Transitional Metal,492.63,109,Transitional Metal,1.84,0.406,Transitional Metal,0.16,0.0353,Post-Transition Metal,6.12,1.35,Transitional Metal,4.74,1.05,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 9,Cochise,Other,2015-2016,,mg/kg,cactus fruit,4.29,21.25,Post-Transition Metal,0.021,0.03,Metalloid,2.86,14.14,Alkaline Earth Metal,0.02,0.00404,Alkaline Earth Metal,0.02,0.00404,Transitional Metal,0.06,0.012,Transitional Metal,226.55,45.8,Transitional Metal,1.7,0.343,Transitional Metal,0.11,0.0222,Post-Transition Metal,6.1,1.23,Transitional Metal,3.97,0.802,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 10,Cochise,Other,2015-2016,,mg/kg,cactus fruit,2.75,14.13,Post-Transition Metal,0.021,0.01,Metalloid,1.99,10.22,Alkaline Earth Metal,0.02,0.0039,Alkaline Earth Metal,0.02,0.0039,Transitional Metal,0.09,0.0175,Transitional Metal,229.2,44.7,Transitional Metal,1.57,0.306,Transitional Metal,0.09,0.0175,Post-Transition Metal,6.73,1.31,Transitional Metal,3.88,0.756,Transitional Metal,040030021002,block_group
C01,CK1-Cochise-CACTUS FRUIT 11,Cochise,Other,2015-2016,,mg/kg,cactus fruit,4.3,21.14,Post-Transition Metal,0.022,0.01,Metalloid,3.05,15,Alkaline Earth Metal,0.03,0.0061,Alkaline Earth Metal,0.03,0.0061,Transitional Metal,0.14,0.0285,Transitional Metal,288.66,58.7,Transitional Metal,1.75,0.356,Transitional Metal,0.13,0.0264,Post-Transition Metal,5.3,1.08,Transitional Metal,3.91,0.795,Transitional Metal,040030021002,block_group
C03,CK3-Cochise-CUCUMBER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,0.384,6.4,Post-Transition Metal,0.0288,0.48,Metalloid,0.224,3.73,Alkaline Earth Metal,0,0.00025,Alkaline Earth Metal,0.03,0.0018,Transitional Metal,0.08,0.0037,Transitional Metal,15.72,0.944,Transitional Metal,0.11,0.00661,Transitional Metal,0.02,0.0012,Post-Transition Metal,43.91,2.64,Transitional Metal,9.85,0.592,Transitional Metal,040030015021,block_group
C03,CK3-Cochise-HYBRID PEPPER,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,0.659,2.34,Post-Transition Metal,0.03,0.01,Metalloid,0.163,0.58,Alkaline Earth Metal,0.01,0.00282,Alkaline Earth Metal,0.06,0.0169,Transitional Metal,0.05,0.017,Transitional Metal,10.08,2.84,Transitional Metal,0.11,0.031,Transitional Metal,0,0.0022,Post-Transition Metal,19.15,5.39,Transitional Metal,7.21,2.03,Transitional Metal,040030015021,block_group
C03,CK3-Cochise-PEA,Cochise,Legumes,2015-2016,,mg/kg,peas,0.804,1.72,Post-Transition Metal,0.05,0.02,Metalloid,1.09,2.33,Alkaline Earth Metal,0.01,0.00467,Alkaline Earth Metal,0,0.0013,Transitional Metal,0.04,0.028,Transitional Metal,14.42,6.74,Transitional Metal,0.23,0.107,Transitional Metal,0.01,0.0036,Post-Transition Metal,36.34,17,Transitional Metal,5.19,2.43,Transitional Metal,040030015021,block_group
C03,CK3-Cochise-WHITE RADDISH,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Radish,37.2,293.67,Post-Transition Metal,0.0241,0.19,Metalloid,1.05,8.31,Alkaline Earth Metal,0,0.00052,Alkaline Earth Metal,0.07,0.00887,Transitional Metal,0.44,0.0558,Transitional Metal,12.19,1.54,Transitional Metal,0.3,0.038,Transitional Metal,0.17,0.0215,Post-Transition Metal,35.02,4.44,Transitional Metal,2.85,0.361,Transitional Metal,040030015021,block_group
C08,CK8-Cochise-LUNCH BOX PEPPER L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Lunch Box Pepper,57.5,57.52,Post-Transition Metal,0.11,0.14,Metalloid,12.5,12.52,Alkaline Earth Metal,0.01,0.01,Alkaline Earth Metal,0.23,0.23,Transitional Metal,0.07,0.061,Transitional Metal,83.66,83.7,Transitional Metal,0.1,0.1,Transitional Metal,0.08,0.08,Post-Transition Metal,69.79,69.8,Transitional Metal,3.64,3.64,Transitional Metal,040030021003,block_group
C08,CK8-Cochise-LUNCH BOX PEPPER STEM,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Lunch Box Pepper,4.23,11.08,Post-Transition Metal,0.04,0.12,Metalloid,2.52,6.59,Alkaline Earth Metal,0.01,0.00382,Alkaline Earth Metal,0.14,0.0534,Transitional Metal,0.06,0.023,Transitional Metal,24.61,9.39,Transitional Metal,0.08,0.0305,Transitional Metal,0.06,0.0229,Post-Transition Metal,27.87,10.6,Transitional Metal,4.16,1.59,Transitional Metal,040030021003,block_group
C08,CK8-Cochise-LUNCH BOX PEPPER (VEG),Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Lunch Box Pepper,0.458,2.26,Post-Transition Metal,0.022,0.01,Metalloid,0.136,0.67,Alkaline Earth Metal,0,0.00083,Alkaline Earth Metal,0.03,0.00609,Transitional Metal,0.05,0.012,Transitional Metal,9.79,1.99,Transitional Metal,0.06,0.0122,Transitional Metal,0.01,0.0016,Post-Transition Metal,23.98,4.86,Transitional Metal,4.84,0.982,Transitional Metal,040030021003,block_group
C08,CK8-Cochise-SQUASH L,Cochise,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,32.3,59.11,Post-Transition Metal,0.142,0.26,Metalloid,33.3,60.95,Alkaline Earth Metal,0.01,0.00546,Alkaline Earth Metal,0.2,0.109,Transitional Metal,0.12,0.0656,Transitional Metal,44.06,24.1,Transitional Metal,0.12,0.0656,Transitional Metal,0.12,0.0656,Post-Transition Metal,33.26,18.2,Transitional Metal,22.13,12.1,Transitional Metal,040030021003,block_group
